"","pred1","pred2"
"1",0.00130150281067221,0.0190668367619422
"2",-0.00166993486169316,0.0179946999113004
"3",-0.000421520033461471,0.016998802597675
"4",0.00168153171859688,0.0184918141546701
"5",0.00102733261248255,0.0175472566792894
"6",0.000128966824451317,0.0167753204283192
"7",-0.000625493287295583,0.0165540537652913
"8",-8.47160697222917e-05,0.0157910230098479
"9",0.000522414759859541,0.0152179129328813
"10",0.000361859275423184,0.0147284790718551
"11",0.000435708670581658,0.0144133876555319
"12",-0.000128480553490141,0.0144090851612995
"13",0.00011735843031704,0.0140962593939824
"14",0.000373806092661305,0.0137169888142836
"15",0.00074441334827049,0.0139392612952959
"16",-0.00108314158848645,0.0190569089434449
"17",-0.000276293474434221,0.0181683742065356
"18",0.000602011661002527,0.0172430282214407
"19",0.00130015320914415,0.0164707942386739
"20",0.000415560315510312,0.0161582236764834
"21",8.30066659961629e-05,0.0174256525277253
"22",-0.000287023173473754,0.0178382367434188
"23",-0.00251317136640513,0.0202477912606462
"24",-0.000804182895161078,0.0193864107326198
"25",0.000715578175345939,0.0182057694679863
"26",0.00122614520565525,0.0172142188020457
"27",0.00047954460014204,0.0164867628907425
