"","pred1","pred2"
"1",0.00253272630994793,0.0177217120329257
"2",0.000249521538574403,0.0174161112025642
"3",0.00194820054773024,0.0177307645801488
"4",-0.00141053671004694,0.019024560718102
"5",0.00176609479096416,0.018764678212919
"6",0.000540117315177578,0.0183120900480951
"7",0.000582655740860052,0.0178557281672248
"8",-0.000360313177809838,0.0182448321435438
"9",0.00168371989625453,0.0187575925459229
"10",0.00178937759901731,0.0182475913803423
"11",0.00131783254942052,0.0180319996997875
"12",0.00152946062238797,0.0175087612078568
"13",0.00210071924402052,0.0173852129764967
"14",0.000447870671056187,0.0175717348324729
"15",0.00197004137576242,0.0170961899769246
"16",0.00157999371078558,0.0169474530763198
"17",0.00153564271854078,0.0166432597698495
"18",0.000487230590188348,0.0163366950928347
"19",0.000742878793015746,0.0163079460191022
"20",-0.00123085301170701,0.0170889298088159
"21",0.00140251641806573,0.0183395171661537
"22",0.00240493150274224,0.0178338798100859
"23",0.00106070481982672,0.017341026471853
"24",0.000688526473730926,0.0170509516042727
"25",0.000739427587928158,0.0166810641021286
"26",0.000904181730290587,0.0163153985619153
"27",0.00108735608383634,0.0158851233485579
