"","pred1","pred2"
"1",-0.000365857718992748,0.0243962796051067
"2",0.00237942870253994,0.0246564714771715
"3",0.00220294933345117,0.0231925968018785
"4",0.000199849540905967,0.022604547444317
"5",5.73227774825727e-05,0.0211960682303706
"6",9.88366391930687e-05,0.0209449304979081
"7",0.00101386480177629,0.0204183300114628
"8",0.00130098423804438,0.0190512603985846
"9",-0.000266502392206231,0.0178772890216825
"10",0.00019184102061043,0.0175241704237756
"11",0.00115102552761839,0.0167833785941874
"12",0.00156894775658509,0.0170060200772362
"13",0.00176609847518689,0.0170482447446176
"14",-0.000563954685002626,0.0170871384435123
"15",-0.000494124694307096,0.0159944624284375
"16",0.000185983903272642,0.0156500720019101
"17",0.000603756099154589,0.015559498354982
"18",0.000846230571592555,0.0146077855883108
"19",0.00153848891211458,0.0139854730283517
"20",0.00175419389916134,0.0132972594487781
"21",0.000232217855410037,0.0157048431915934
"22",-1.06009437143839e-05,0.0149043107400629
"23",0.00151499130436077,0.0142617773643497
"24",0.00267855215345355,0.0153104210960088
"25",0.00106982614162278,0.0145105840894001
"26",-0.000655673936315327,0.0144449366084485
"27",-0.000255170377735433,0.0138570685586849
