"","pred1","pred2"
"1",0.00216498813097932,0.015386750092735
"2",-0.00127379157150014,0.0166581691214375
"3",0.00124010960083173,0.0161432613192865
"4",0.00101248526508394,0.015741148910236
"5",0.000946640036458187,0.0152869793992758
"6",-0.00127390828042722,0.0150769276937212
"7",0.000726198292842373,0.0147688036979622
"8",0.000179988344937205,0.0153499973536191
"9",-0.00283824217636535,0.0166879801437274
"10",0.000173868513272691,0.0161595807833018
"11",0.00097606559276677,0.0163757730789314
"12",-0.000330011411118022,0.0158631916461591
"13",0.00146717809136321,0.0154380550197017
"14",0.000380048799548538,0.0150811776867651
"15",0.0018024672091194,0.014975094939804
"16",0.000436672023101332,0.0146299213277481
"17",0.00177871946659488,0.0143596998955313
"18",-4.69414178857401e-05,0.0140586295359678
"19",0.000735353437546524,0.0137894441092474
"20",0.000737289802647707,0.01355722227551
"21",0.000448115264812972,0.0156897172235832
"22",0.00131402808346704,0.0155430846120457
"23",0.0012790023154352,0.0150955323806274
"24",-0.000644448012362574,0.0152156079517734
"25",-0.000789239107930065,0.0162794223919684
"26",-0.00330071955237293,0.0157276714003129
"27",-0.00229807993786335,0.0152748228181404
