"","pred1","pred2"
"1",-0.000659568192904337,0.0215069396329331
"2",-0.00076665405908501,0.0215963011058825
"3",-0.000106486367395344,0.0205899387716084
"4",-4.68764335695744e-05,0.0194600311262046
"5",-0.00178301252595235,0.0183209255427985
"6",-0.00189793934870248,0.0173033156989413
"7",-0.00099164950990277,0.0164490548951483
"8",-0.000500232163539873,0.0164088245593177
"9",-0.00167064994002799,0.0188123847615662
"10",-0.00142707960900505,0.0176458554812579
"11",-0.000891915409739322,0.0175966131741684
"12",0.000162390708380684,0.0178215612795971
"13",-0.00119624450870129,0.0167040671111977
"14",-0.00140413765064815,0.0164616642183695
"15",-0.00234193588213743,0.0201498987414399
"16",-0.00192561830868881,0.0207078632923668
"17",-0.00139383731677923,0.0203522368853327
"18",0.00020671121534209,0.0196549699941417
"19",-0.000981967627806563,0.0187335158749638
"20",-0.00223691183670453,0.0180102920465395
"21",0.000612006522571202,0.0228519613589394
"22",0.00160691919786005,0.0223289536266178
"23",0.000960618825891096,0.0212326740880745
"24",-0.000297669573359181,0.0207761413579654
"25",0.0011448869662944,0.0198317378124654
"26",0.00262068943346906,0.0201364104215278
"27",0.000342527933134042,0.0188428821976742
