"","pred1","pred2"
"1",0.00205382513569221,0.0248841437739177
"2",-0.000787440095592361,0.0264503912962771
"3",0.00279242176945503,0.0257038382894657
"4",-0.000756024376336692,0.0258041605521466
"5",0.00323477209253165,0.0245719837360629
"6",0.00033865160507965,0.0241024870748418
"7",0.00344895388499719,0.0236545509709176
"8",-0.00152663665154773,0.0237661509471925
"9",0.000977706268938498,0.0226087448838124
"10",0.00181299517952418,0.0228318236897317
"11",0.000208018789529067,0.022104438767973
"12",-0.00238702328074182,0.0213781167279991
"13",0.00051538122250248,0.0205096711223852
"14",-0.00133643136690517,0.0203705109262584
"15",-0.000798198498671533,0.0199006464473726
"16",0.000578348860239445,0.0196077559566825
"17",-0.00125621994925305,0.020289424634348
"18",-0.000281698399762637,0.0202529822982457
"19",0.00122461699162009,0.0196460977022463
"20",0.000647270782304562,0.019065272350869
"21",-0.00222053893674488,0.0233919009197607
"22",0.00291689440882189,0.0226277797913737
"23",0.0021287029812441,0.0215398185164178
"24",0.00185869570236451,0.0210055154758561
"25",0.000670233290678474,0.0202807475944537
"26",0.00245619590313702,0.0197714196599718
"27",-0.00148021484848236,0.0191083269392578
