Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1998-11-27,17.75,17.75,13.55,17.0,16.0571428571,4200.0,27.0,67440.0,,,4.2,-0.75
1998-11-30,16.25,16.5,15.5,16.05,15.8954545455,26400.0,99.0,419640.0,,,1.0,-0.2
1998-12-01,16.45,17.3,16.1,16.95,16.8799595142,24700.0,115.0,416935.0,,,1.2,0.5
1998-12-02,16.8,17.2,16.6,16.95,16.9887417219,15100.0,70.0,256530.0,,,0.6,0.15
1998-12-03,17.2,17.45,16.85,16.95,17.1529411765,20400.0,90.0,349920.0,,,0.6,-0.25
1998-12-04,16.7,17.05,16.5,16.95,18.7235915493,14200.0,49.0,265875.0,,,0.55,0.25
1998-12-07,16.9,17.2,16.75,16.9,16.9336538462,5200.0,29.0,88055.0,,,0.45,0.0
1998-12-08,16.9,17.0,16.15,16.2,16.51,6500.0,33.0,107315.0,,,0.85,-0.7
1998-12-09,16.45,16.7,16.15,16.2,16.3016666667,3000.0,18.0,48905.0,,,0.55,-0.25
1998-12-10,16.2,16.35,15.95,16.0,16.0777777778,7200.0,32.0,115760.0,,,0.4,-0.2
1998-12-11,16.1,16.2,15.6,15.8,15.8933333333,7500.0,35.0,119200.0,,,0.6,-0.3
1998-12-14,16.3,16.3,15.8,15.9,15.9067567568,3700.0,17.0,58855.0,,,0.5,-0.4
1998-12-15,16.0,16.0,15.75,15.75,15.7882352941,1700.0,7.0,26840.0,,,0.25,-0.25
1998-12-16,15.7,15.8,15.5,15.65,15.5674418605,8600.0,22.0,133880.0,,,0.3,-0.05
1998-12-17,15.15,15.6,15.15,15.4,15.4446428571,2800.0,15.0,43245.0,,,0.45,0.25
1998-12-18,15.3,15.6,14.95,15.0,15.1148275862,14500.0,52.0,219165.0,,,0.65,-0.3
1998-12-21,15.75,15.8,15.25,15.25,15.4866197183,7100.0,23.0,109955.0,,,0.55,-0.5
1998-12-22,15.35,15.35,15.0,15.3,15.2022727273,4400.0,23.0,66890.0,,,0.35,-0.05
1998-12-23,15.2,15.35,15.0,15.2,15.20375,4000.0,20.0,60815.0,,,0.35,0.0
1998-12-24,14.6,15.3,14.6,15.0,14.9353448276,5800.0,31.0,86625.0,,,0.7,0.4
1998-12-28,15.0,15.35,15.0,15.0,15.0818181818,2200.0,15.0,33180.0,,,0.35,0.0
1998-12-29,15.05,15.5,15.0,15.25,15.1354166667,4800.0,15.0,72650.0,,,0.5,0.2
1998-12-30,15.65,17.7,15.65,17.05,17.0212765957,9400.0,43.0,160000.0,,,2.05,1.4
1998-12-31,17.0,17.0,16.05,16.2,16.4592783505,9700.0,40.0,159655.0,,,0.95,-0.8
1999-01-01,16.6,16.7,16.15,16.35,16.0383703704,67500.0,29.0,1082590.0,,,0.55,-0.25
1999-01-04,17.0,17.7,17.0,17.05,17.0745,10000.0,28.0,170745.0,,,0.7,0.05
