Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2002-02-18,55.0,55.0,43.4,44.15,45.8723294823,6925483.0,15355.0,317688038.0,,,11.6,-10.85
2002-02-19,44.6,44.9,41.0,41.2,42.4745145295,1698713.0,7641.0,72152010.0,,,3.9,-3.4
2002-02-20,39.8,42.9,39.75,41.4,41.634191771,1079131.0,5783.0,44928747.0,,,3.15,1.6
2002-02-21,42.5,43.45,42.0,42.45,42.7009348748,569595.0,3511.0,24322239.0,,,1.45,-0.05
2002-02-22,41.95,43.8,41.75,43.45,42.7023064871,416781.0,2341.0,17797510.0,,,2.05,1.5
2002-02-25,43.3,43.5,42.6,42.65,42.9728521977,181709.0,1621.0,7808554.0,,,0.9,-0.65
2002-02-26,43.0,44.2,42.75,43.55,43.4502047981,273440.0,1670.0,11881024.0,,,1.45,0.55
2002-02-27,43.9,46.45,43.5,44.3,44.9976230302,1601619.0,6792.0,72069048.0,,,2.95,0.4
2002-02-28,43.0,47.0,40.5,40.9,44.3865904779,2253876.0,8977.0,100041871.0,,,6.5,-2.1
2002-03-01,41.75,43.05,41.5,42.2,42.3298924316,414620.0,2555.0,17550820.0,,,1.55,0.45
2002-03-04,43.55,44.7,42.85,43.25,43.3500530633,278912.0,1809.0,12090850.0,,,1.85,-0.3
2002-03-05,44.2,45.6,43.8,45.45,45.0685509175,1018265.0,3593.0,45891728.0,,,1.8,1.25
2002-03-06,45.5,46.8,44.5,45.2,45.7440041506,1559287.0,3774.0,71328031.0,,,2.3,-0.3
2002-03-07,45.9,45.9,44.75,44.85,44.9827562582,328409.0,1084.0,14772742.0,,,1.15,-1.05
2002-03-08,45.15,45.15,43.75,43.85,44.3310464128,102321.0,877.0,4535997.0,,,1.4,-1.3
2002-03-11,44.7,45.0,43.1,43.35,43.5921043901,90430.0,738.0,3942034.0,,,1.9,-1.35
2002-03-12,43.8,43.8,42.0,42.1,42.7227844885,161351.0,1054.0,6893364.0,,,1.8,-1.7
2002-03-13,42.3,42.9,41.05,42.0,42.1970917666,76335.0,711.0,3221115.0,,,1.85,-0.3
2002-03-14,42.1,42.4,41.0,41.4,41.6313223018,175134.0,1225.0,7291060.0,,,1.4,-0.7
2002-03-15,41.9,42.55,41.35,41.8,41.8890661747,228758.0,1399.0,9582459.0,,,1.2,-0.1
2002-03-18,43.0,43.0,41.5,41.65,42.1631975536,118378.0,893.0,4991195.0,,,1.5,-1.35
2002-03-19,42.5,42.95,40.2,40.5,41.3780403871,213583.0,1430.0,8837646.0,,,2.75,-2.0
2002-03-20,41.1,41.4,40.3,40.5,40.9128529812,128725.0,845.0,5266507.0,,,1.1,-0.6
2002-03-21,41.1,41.1,40.35,40.45,40.6195900095,70587.0,589.0,2867215.0,,,0.75,-0.65
2002-03-22,40.95,41.0,39.65,39.95,40.1588186217,89895.0,724.0,3610077.0,,,1.35,-1.0
2002-03-26,40.0,40.4,38.8,38.9,39.2313452196,84804.0,641.0,3326975.0,,,1.6,-1.1
2002-03-27,39.4,39.6,39.0,39.1,39.2324333463,136039.0,455.0,5337141.0,,,0.6,-0.3
2002-03-28,39.2,39.4,38.1,38.4,38.7472921789,90294.0,664.0,3498648.0,,,1.3,-0.8
2002-04-01,40.0,42.45,38.55,38.7,39.519151862,90174.0,716.0,3563600.0,,,3.9,-1.3
2002-04-02,38.6,39.0,37.0,37.05,37.8187909513,209090.0,1307.0,7907531.0,,,2.0,-1.55
2002-04-03,37.0,37.95,36.0,36.3,36.9965675614,143921.0,1154.0,5324583.0,,,1.95,-0.7
2002-04-04,36.95,39.3,36.6,38.35,37.9582949274,198537.0,1234.0,7536126.0,,,2.7,1.4
2002-04-05,39.0,39.5,38.05,38.2,38.7678079447,79852.0,820.0,3095687.0,,,1.45,-0.8
2002-04-08,39.0,39.7,36.6,37.0,37.6254003,98676.0,751.0,3712724.0,,,3.1,-2.0
2002-04-09,38.0,39.0,37.0,37.65,37.9589106784,100099.0,953.0,3799649.0,,,2.0,-0.35
2002-04-10,38.0,38.0,36.15,37.0,36.7728743935,173327.0,1228.0,6373732.0,,,1.85,-1.0
2002-04-11,38.45,39.7,38.0,38.65,38.8804137326,202933.0,1311.0,7890119.0,,,1.7,0.2
2002-04-12,38.0,38.5,37.4,37.85,37.6547833519,162637.0,1032.0,6124061.0,,,1.1,-0.15
2002-04-15,39.1,39.1,37.5,37.85,38.1137637114,113683.0,846.0,4332887.0,,,1.6,-1.25
2002-04-16,37.7,38.5,37.6,37.8,38.0759613927,98945.0,681.0,3767426.0,,,0.9,0.1
2002-04-17,38.5,38.5,37.25,37.3,37.7577581481,271811.0,914.0,10262974.0,,,1.25,-1.2
2002-04-18,38.0,38.0,37.2,37.55,37.612614954,50020.0,407.0,1881383.0,,,0.8,-0.45
2002-04-19,37.6,37.8,36.8,36.95,37.2620015049,53160.0,450.0,1980848.0,,,1.0,-0.65
2002-04-22,37.5,37.5,36.3,36.6,36.8875045613,76732.0,574.0,2830452.0,,,1.2,-0.9
2002-04-23,37.25,37.25,35.8,35.9,36.3083463077,131028.0,759.0,4757410.0,,,1.45,-1.35
2002-04-24,36.5,36.9,36.5,36.8,36.6851479058,35766.0,299.0,1312081.0,,,0.4,0.3
2002-04-25,37.1,37.1,36.3,36.5,36.5674045059,76078.0,452.0,2781975.0,,,0.8,-0.6
2002-04-26,35.5,36.65,35.5,35.95,36.0725720596,151229.0,621.0,5455219.0,,,1.15,0.45
2002-04-29,35.75,37.3,35.5,35.6,36.2733175627,225313.0,1055.0,8172850.0,,,1.8,-0.15
2002-04-30,35.55,35.95,35.0,35.05,35.2728344894,85638.0,790.0,3020695.0,,,0.95,-0.5
2002-05-02,35.95,36.0,34.35,34.95,34.941562328,290720.0,1019.0,10158211.0,,,1.65,-1.0
2002-05-03,34.8,34.8,34.0,34.2,34.4672080745,699288.0,766.0,24102505.0,,,0.8,-0.6
2002-05-06,34.55,35.0,33.6,33.95,34.1778238478,672407.0,1101.0,22981408.0,614583.0,91.4,1.4,-0.6
2002-05-07,34.25,34.25,33.95,34.05,34.0296896086,163761.0,556.0,5572736.0,135311.0,82.63,0.3,-0.2
2002-05-08,34.3,34.45,34.05,34.25,34.2499707568,68392.0,409.0,2342424.0,39987.0,58.47,0.4,-0.05
2002-05-09,35.1,37.0,34.5,36.1,35.3992783598,696469.0,1356.0,24654500.0,574724.0,82.52,2.5,1.0
2002-05-10,37.25,38.35,36.0,36.2,37.1796093721,513481.0,2738.0,19091023.0,269308.0,52.45,2.35,-1.05
2002-05-13,36.6,36.8,35.75,36.0,36.1747600889,165999.0,874.0,6004974.0,82364.0,49.62,1.05,-0.6
2002-05-14,36.1,36.25,34.1,35.6,35.7320641188,169186.0,781.0,6045365.0,116214.0,68.69,2.15,-0.5
2002-05-15,35.8,36.0,34.1,34.6,35.1121813446,163931.0,975.0,5755975.0,117831.0,71.88,1.9,-1.2
2002-05-16,34.05,35.05,34.0,34.5,34.6102505617,234992.0,1182.0,8133132.0,172452.0,73.39,1.05,0.45
2002-05-17,34.2,35.0,34.2,34.65,34.5471987584,112111.0,485.0,3873121.0,90310.0,80.55,0.8,0.45
2002-05-20,33.7,34.35,33.5,33.6,33.9705862254,1229220.0,915.0,41757324.0,1127943.0,91.76,0.85,-0.1
2002-05-21,33.1,33.25,32.25,33.05,32.8675120636,335306.0,1152.0,11020674.0,228773.0,68.23,1.0,-0.05
2002-05-22,33.35,35.25,33.1,33.6,34.2611022808,104438.0,672.0,3578161.0,47599.0,45.58,2.15,0.25
2002-05-23,33.85,33.85,32.85,33.0,33.0058718953,696368.0,314.0,22984233.0,683073.0,98.09,1.0,-0.85
2002-05-24,33.95,34.5,33.1,33.45,33.4986204804,138454.0,723.0,4638018.0,82474.0,59.57,1.4,-0.5
2002-05-27,33.8,33.8,33.1,33.3,33.4441254784,48072.0,249.0,1607726.0,31683.0,65.91,0.7,-0.5
2002-05-28,33.0,33.2,32.6,32.9,32.8734564306,34336.0,222.0,1128743.0,21497.0,62.61,0.6,-0.1
