Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2020-03-25,539.9,630.5,535.0,586.6,594.96,92365.0,7556.0,54953085.0,25432.0,27.53,95.5,46.7
2020-03-26,608.9,662.4,597.0,618.2,634.97,105593.0,7456.0,67048643.0,18623.0,17.64,65.4,9.3
2020-03-27,639.1,656.65,586.0,605.6,620.59,99261.0,5576.0,61600619.0,17295.0,17.42,70.65,-33.5
2020-03-30,600.0,634.4,575.55,623.15,619.01,52954.0,3854.0,32779147.0,19811.0,37.41,58.85,23.15
2020-03-31,645.45,653.6,624.95,640.95,639.54,21321.0,2141.0,13635601.0,5475.0,25.68,28.65,-4.5
2020-04-13,745.0,749.75,700.1,708.15,717.98,46928.0,3645.0,33693495.0,8615.0,18.36,49.65,-36.85
2020-04-15,710.1,725.0,695.95,701.1,706.89,35563.0,2878.0,25139218.0,7768.0,21.84,29.05,-9.0
2020-04-16,699.95,699.95,680.8,684.75,688.61,30508.0,2165.0,21008082.0,7953.0,26.07,19.15,-15.2
2020-04-17,707.0,720.55,688.0,702.5,702.04,50844.0,3102.0,35694771.0,14462.0,28.44,32.55,-4.5
2020-04-20,703.0,712.0,697.3,699.85,703.39,38042.0,2485.0,26758460.0,10088.0,26.52,14.7,-3.15
2020-04-21,675.0,690.8,667.2,671.4,679.63,20157.0,1997.0,13699255.0,9150.0,45.39,23.6,-3.6
2020-04-22,690.0,709.3,675.25,704.75,688.0,31968.0,2235.0,21994091.0,7952.0,24.87,34.05,14.75
2020-04-23,714.0,732.6,707.8,715.45,721.86,35955.0,2349.0,25954404.0,11572.0,32.18,24.8,1.45
2020-04-24,708.9,708.9,675.85,678.8,689.8,34284.0,3897.0,23649063.0,16610.0,48.45,33.05,-30.1
2020-04-27,684.0,726.35,684.0,715.45,712.33,48341.0,3569.0,34434516.0,14508.0,30.01,42.35,31.45
2020-04-28,729.9,729.9,707.0,719.7,715.95,18701.0,1721.0,13389061.0,6889.0,36.84,22.9,-10.2
2020-04-29,729.0,729.0,708.8,713.3,715.56,21466.0,1503.0,15360207.0,6633.0,30.9,20.2,-15.7
2020-04-30,716.2,740.1,716.2,725.85,726.05,45983.0,3393.0,33386129.0,11673.0,25.39,23.9,9.65
2020-05-04,714.35,726.0,675.6,688.2,703.12,32618.0,2916.0,22934211.0,11283.0,34.59,50.4,-26.15
2020-05-05,701.0,734.15,699.4,715.65,720.11,90899.0,6570.0,65457392.0,15804.0,17.39,34.75,14.65
2020-05-06,720.0,749.5,706.2,731.55,731.64,94034.0,6335.0,68799054.0,18397.0,19.56,43.3,11.55
2020-05-07,749.9,749.9,723.5,735.3,733.7,29658.0,1779.0,21760119.0,9522.0,32.11,26.4,-14.6
2020-05-08,742.0,769.0,738.6,759.4,756.94,59921.0,4915.0,45356607.0,14269.0,23.81,30.4,17.4
2020-05-11,774.0,774.0,745.15,750.05,756.24,36844.0,2463.0,27862927.0,6926.0,18.8,28.85,-23.95
2020-05-12,749.9,755.0,735.0,743.8,748.05,45351.0,1965.0,33924834.0,5439.0,11.99,20.0,-6.1
2020-05-13,774.9,777.95,753.4,759.85,761.52,57380.0,3237.0,43695825.0,12171.0,21.21,24.55,-15.05
2020-05-14,759.95,770.45,742.3,746.55,755.89,33507.0,2322.0,25327744.0,7555.0,22.55,28.15,-13.4
2020-05-15,752.4,754.25,742.5,751.55,748.9,18839.0,1334.0,14108551.0,3157.0,16.76,11.75,-0.85
2020-05-18,752.0,752.0,694.05,698.7,709.62,36792.0,3127.0,26108343.0,15882.0,43.17,57.95,-53.3
2020-05-19,708.0,719.55,698.6,702.9,707.66,20569.0,1745.0,14555871.0,6032.0,29.33,20.95,-5.1
2020-05-20,697.25,717.4,697.25,715.6,710.07,13563.0,981.0,9630657.0,4284.0,31.59,20.15,18.35
2020-05-21,717.0,743.0,717.0,729.9,733.64,40111.0,2350.0,29427166.0,9081.0,22.64,26.0,12.9
2020-05-22,732.2,743.5,724.25,730.25,733.44,15051.0,1135.0,11039046.0,3915.0,26.01,19.25,-1.95
2020-05-26,734.4,756.2,731.95,754.3,747.7,28742.0,2153.0,21490279.0,10219.0,35.55,24.25,19.9
2020-05-27,752.35,755.2,737.5,739.95,743.66,10694.0,735.0,7952667.0,3979.0,37.21,17.7,-12.4
2020-05-28,745.35,754.55,740.3,747.9,746.41,13754.0,1173.0,10266157.0,3532.0,25.68,14.25,2.55
2020-05-29,748.0,782.75,746.45,767.1,765.24,59905.0,4007.0,45841843.0,22582.0,37.7,36.3,19.1
2020-06-01,782.0,782.0,766.4,774.35,775.03,31186.0,1942.0,24170181.0,8001.0,25.66,15.6,-7.65
2020-06-02,784.0,791.15,774.85,779.4,783.1,21877.0,1438.0,17131909.0,6721.0,30.72,16.3,-4.6
2020-06-03,785.0,814.6,785.0,806.4,802.21,70283.0,4295.0,56381995.0,15162.0,21.57,29.6,21.4
