Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1998-01-29,49.0,65.0,39.25,39.3,47.7461756374,105900.0,173.0,5056320.0,,,25.75,-9.7
1998-02-02,41.5,42.5,40.0,40.75,41.2263800425,94200.0,329.0,3883525.0,,,2.5,-0.75
1998-02-03,40.5,40.5,37.75,38.5,39.0657378336,127400.0,350.0,4976975.0,,,2.75,-2.0
1998-02-04,38.75,39.75,38.0,38.0,39.6191011236,44500.0,135.0,1763050.0,,,1.75,-0.75
1998-02-05,39.75,39.75,37.5,37.75,37.98625,40000.0,117.0,1519450.0,,,2.25,-2.0
1998-02-06,37.75,37.75,36.25,36.25,36.8356793146,81700.0,264.0,3009475.0,,,1.5,-1.5
1998-02-09,38.0,38.0,38.0,38.0,38.0,200.0,1.0,7600.0,,,0.0,0.0
1998-02-10,34.4,34.5,33.15,33.2,33.7176549865,74200.0,239.0,2501850.0,,,1.35,-1.2
1998-02-11,35.0,35.0,35.0,35.0,35.0,400.0,1.0,14000.0,,,0.0,0.0
1998-02-12,33.95,35.7,33.95,34.5,34.6821428571,39200.0,148.0,1359540.0,,,1.75,0.55
1998-02-13,34.75,36.2,33.85,36.15,34.7541198502,80100.0,243.0,2783805.0,,,2.35,1.4
1998-02-16,36.0,36.0,36.0,36.0,36.0,400.0,1.0,14400.0,,,0.0,0.0
1998-02-17,37.0,37.0,33.8,34.5,34.6886792453,95400.0,243.0,3309300.0,,,3.2,-2.5
1998-02-18,34.5,34.95,34.3,34.6,34.693081761,31800.0,74.0,1103240.0,,,0.65,0.1
1998-02-19,34.9,35.0,34.7,34.75,34.7924242424,19800.0,72.0,688890.0,,,0.3,-0.15
1998-02-20,34.7,35.5,34.0,35.45,34.6096016343,97900.0,219.0,3388280.0,,,1.5,0.75
1998-02-23,34.95,34.95,34.5,34.8,34.691875,16000.0,48.0,555070.0,,,0.45,-0.15
1998-02-24,34.75,34.95,34.1,34.4,34.5299418605,17200.0,64.0,593915.0,,,0.85,-0.35
1998-02-26,34.35,34.8,34.35,34.7,34.698,12500.0,47.0,433725.0,,,0.45,0.35
1998-02-27,34.9,35.2,34.7,35.05,34.9703883495,30900.0,91.0,1080585.0,,,0.5,0.15
1998-03-02,38.0,38.0,35.25,36.0,35.8369024857,52300.0,136.0,1874270.0,,,2.75,-2.0
1998-03-03,36.4,36.4,34.0,34.25,34.5388349515,20600.0,55.0,711500.0,,,2.4,-2.15
1998-03-04,34.5,35.7,34.5,35.55,35.2942771084,16600.0,55.0,585885.0,,,1.2,1.05
1998-03-05,35.3,35.8,34.85,35.0,35.2418128655,17100.0,47.0,602635.0,,,0.95,-0.3
