Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1991-01-02,105.0,110.0,105.0,110.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-01-03,106.25,115.0,106.25,115.0,0.0,0.0,0.0,0.0,,,8.75,8.75
1991-01-07,110.0,115.0,110.0,115.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-01-09,110.0,115.0,110.0,115.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-01-11,115.0,115.0,110.0,110.0,0.0,0.0,0.0,0.0,,,5.0,-5.0
1991-01-14,112.5,117.5,112.5,117.5,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-01-23,112.5,117.5,112.5,117.5,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-01-24,115.0,117.5,115.0,117.5,0.0,0.0,0.0,0.0,,,2.5,2.5
1991-01-25,117.5,117.5,115.0,115.0,0.0,0.0,0.0,0.0,,,2.5,-2.5
1991-01-31,115.0,117.5,115.0,117.5,0.0,0.0,0.0,0.0,,,2.5,2.5
1991-02-01,113.75,117.5,113.75,117.5,0.0,0.0,0.0,0.0,,,3.75,3.75
1991-02-04,115.0,120.0,115.0,120.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-02-05,117.5,122.5,117.5,122.5,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-02-06,115.0,120.0,115.0,120.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-02-07,115.0,120.0,115.0,120.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-02-08,118.75,121.25,118.75,121.25,0.0,0.0,0.0,0.0,,,2.5,2.5
1991-02-11,115.0,120.0,115.0,120.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-02-13,117.5,121.25,117.5,120.0,0.0,0.0,0.0,0.0,,,3.75,2.5
1991-02-14,117.5,120.0,117.5,120.0,0.0,0.0,0.0,0.0,,,2.5,2.5
1991-02-15,118.75,125.0,118.75,125.0,0.0,0.0,0.0,0.0,,,6.25,6.25
1991-02-19,125.0,130.0,125.0,130.0,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-02-20,122.5,132.5,122.5,130.0,0.0,0.0,0.0,0.0,,,10.0,7.5
1991-02-21,127.5,132.5,127.5,132.5,0.0,0.0,0.0,0.0,,,5.0,5.0
1991-02-22,132.5,135.0,130.0,135.0,0.0,0.0,0.0,0.0,,,5.0,2.5
1991-02-26,137.5,141.25,135.0,140.0,0.0,0.0,0.0,0.0,,,6.25,2.5
1991-02-27,130.0,138.75,127.5,138.75,0.0,0.0,0.0,0.0,,,11.25,8.75
1991-02-28,132.5,137.5,132.5,135.0,0.0,0.0,0.0,0.0,,,5.0,2.5
1991-03-04,135.0,140.0,135.0,137.5,0.0,0.0,0.0,0.0,,,5.0,2.5
1991-03-05,135.0,137.5,135.0,137.5,0.0,0.0,0.0,0.0,,,2.5,2.5
