Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2003-03-12,161.1,180.5,154.0,176.25,175.22210913,291798.0,3982.0,51129461.0,,,26.5,15.15
2003-03-13,175.0,187.2,175.0,180.7,181.425460514,1109412.0,8639.0,201275583.0,,,12.2,5.7
2003-03-17,181.1,181.1,168.7,172.6,175.170988582,77859.0,1631.0,13638638.0,,,12.4,-8.5
2003-03-19,176.0,178.5,173.0,175.3,175.390173791,45572.0,1077.0,7992881.0,,,5.5,-0.7
2003-03-20,175.5,191.0,175.0,183.25,185.215526913,200555.0,2933.0,37145900.0,,,16.0,7.75
2003-03-21,185.0,191.4,183.85,185.9,187.260816212,82307.0,1641.0,15412876.0,,,7.55,0.9
2003-03-22,189.0,194.6,187.0,192.95,190.786378803,101900.0,1144.0,19441132.0,,,7.6,3.95
2003-03-24,194.4,205.5,192.05,200.8,201.178461747,265379.0,4402.0,53388539.0,,,13.45,6.4
2003-03-25,198.75,221.0,197.15,217.55,214.278602219,863683.0,10271.0,185068786.0,,,23.85,18.8
2003-03-26,221.25,232.4,217.15,219.1,226.875753456,1033405.0,10850.0,234454538.0,,,15.25,-2.15
2003-03-27,220.0,221.8,205.0,207.9,211.626645557,392876.0,6691.0,83143030.0,,,16.8,-12.1
2003-03-28,209.4,241.8,207.0,233.4,225.758862974,1303682.0,16807.0,294317766.0,,,34.8,24.0
2003-03-31,230.0,234.85,217.5,219.65,227.373540541,543609.0,8315.0,123602303.0,,,17.35,-10.35
2003-04-01,221.0,238.1,220.5,228.7,232.272109479,556526.0,9180.0,129265468.0,,,17.6,7.7
2003-04-02,231.0,238.7,230.55,235.6,234.382271811,242168.0,4651.0,56759886.0,,,8.15,4.6
2003-04-03,241.05,243.6,234.5,236.05,238.812296081,264198.0,4827.0,63093731.0,,,9.1,-5.0
2003-04-04,236.5,238.5,233.0,233.8,235.154982743,132989.0,2989.0,31273026.0,,,5.5,-2.7
2003-04-07,234.0,239.8,233.0,237.0,237.273593192,87663.0,1838.0,20800115.0,,,6.8,3.0
2003-04-08,235.25,261.0,235.0,249.05,251.765765864,551841.0,9212.0,138934672.0,,,26.0,13.8
2003-04-09,251.5,263.95,251.0,255.65,258.464670682,254010.0,5417.0,65652611.0,,,12.95,4.15
2003-04-10,254.0,257.9,241.25,243.95,250.23037165,78165.0,1580.0,19559257.0,,,16.65,-10.05
2003-04-11,245.0,255.0,241.3,250.7,248.806374068,40351.0,1171.0,10039586.0,,,13.7,5.7
2003-04-15,254.6,269.0,253.5,256.35,262.007922403,79900.0,1969.0,20934433.0,,,15.5,1.75
2003-04-16,263.9,264.0,249.0,251.45,253.914451625,53385.0,1445.0,13555223.0,,,15.0,-12.45
2003-04-17,253.15,254.8,243.25,246.2,248.615984898,67276.0,1747.0,16725889.0,,,11.55,-6.95
2003-04-21,249.7,254.0,244.25,245.05,247.608609226,29178.0,736.0,7224724.0,,,9.75,-4.65
2003-04-22,249.0,259.0,240.55,257.15,252.415917072,148080.0,2911.0,37377749.0,,,18.45,8.15
2003-04-23,260.55,265.0,254.45,260.3,260.069756098,137350.0,2985.0,35720581.0,,,10.55,-0.25
2003-04-24,260.0,262.9,255.9,256.7,258.84939759,42164.0,949.0,10914126.0,,,7.0,-3.3
2003-04-25,257.95,260.0,254.0,255.05,257.138631222,35360.0,875.0,9092422.0,,,6.0,-2.9
2003-04-28,255.9,270.25,251.3,267.9,262.226994125,94465.0,2042.0,24771273.0,,,18.95,12.0
2003-04-29,264.7,283.65,264.7,277.45,277.44005441,299947.0,5441.0,83217312.0,,,18.95,12.75
2003-04-30,276.15,293.8,276.0,289.9,285.606050409,213969.0,4078.0,61110841.0,,,17.8,13.75
2003-05-02,291.0,301.3,286.1,290.65,294.190746769,259585.0,5202.0,76367505.0,,,15.2,-0.35
2003-05-05,290.0,296.7,274.15,277.25,285.775273422,127733.0,2494.0,36502933.0,,,22.55,-12.75
2003-05-06,282.95,293.8,280.55,287.85,287.594564517,147365.0,3028.0,42381373.0,,,13.25,4.9
2003-05-07,289.7,295.6,285.0,286.05,290.846530172,139200.0,2892.0,40485837.0,,,10.6,-3.65
2003-05-08,288.0,288.7,277.55,279.4,282.745749387,75048.0,1541.0,21219503.0,,,11.15,-8.6
2003-05-09,281.0,285.85,277.3,282.15,282.185270014,75533.0,1732.0,21314300.0,,,8.55,1.15
2003-05-12,283.9,294.0,283.9,288.7,290.276735029,121900.0,2335.0,35384734.0,,,10.1,4.8
2003-05-13,289.75,293.65,281.5,283.35,287.370957671,60856.0,1356.0,17488247.0,,,12.15,-6.4
2003-05-14,285.5,289.0,283.25,284.95,286.008485669,44310.0,757.0,12673036.0,,,5.75,-0.55
2003-05-15,286.4,325.0,286.4,319.65,306.229304043,441004.0,7574.0,135048348.0,,,38.6,33.25
2003-05-16,325.0,335.0,318.0,320.85,328.75324164,312419.0,5729.0,102708759.0,,,17.0,-4.15
2003-05-19,323.8,326.7,307.0,308.85,317.084793608,83603.0,1787.0,26509240.0,,,19.7,-14.95
2003-05-20,306.4,338.0,305.55,333.6,327.499347153,258866.0,5054.0,84778446.0,,,32.45,27.2
2003-05-21,334.25,339.4,318.25,320.6,329.009314413,136992.0,2645.0,45071644.0,,,21.15,-13.65
2003-05-22,320.0,335.25,316.0,331.85,328.614629812,263339.0,4829.0,86537048.0,,,19.25,11.85
2003-05-23,335.0,369.0,325.0,360.95,350.49803098,571858.0,10367.0,200435103.0,,,44.0,25.95
2003-05-26,362.1,377.0,354.2,372.1,370.532602684,235042.0,4334.0,87090724.0,14615.0,6.22,22.8,10.0
2003-05-27,373.5,375.0,363.1,366.25,370.026313103,117546.0,2878.0,43495113.0,13328.0,11.34,11.9,-7.25
2003-05-28,380.0,384.8,364.75,368.7,372.546995061,214214.0,3935.0,79804782.0,28115.0,13.12,20.05,-11.3
2003-05-29,371.25,376.7,365.2,369.05,372.27714491,84887.0,1798.0,31601490.0,11530.0,13.58,11.5,-2.2
2003-05-30,371.7,386.7,369.5,373.5,378.169195756,165211.0,3606.0,62477711.0,18042.0,10.92,17.2,1.8
2003-06-02,378.0,387.0,375.2,377.6,380.797494738,96916.0,1941.0,36905370.0,19161.0,19.77,11.8,-0.4
2003-06-03,380.0,386.0,377.6,378.6,381.147264413,61230.0,1611.0,23337647.0,5749.0,9.39,8.4,-1.4
2003-06-04,380.0,410.0,379.9,398.8,391.06910639,180403.0,3653.0,70550040.0,26671.0,14.78,30.1,18.8
2003-06-05,400.1,404.0,388.3,390.25,395.683768098,81845.0,1744.0,32384738.0,20396.0,24.92,15.7,-9.85
2003-06-06,393.0,395.95,387.6,391.65,391.975141385,63479.0,1441.0,24882190.0,11513.0,18.14,8.35,-1.35
2003-06-09,393.5,413.0,391.0,408.55,404.05072066,127522.0,3044.0,51525356.0,15633.0,12.26,22.0,15.05
2003-06-10,407.0,408.5,388.0,392.2,401.77157572,33591.0,869.0,13495909.0,5422.0,16.14,20.5,-14.8
2003-06-11,402.0,402.0,380.0,391.7,389.925088898,50620.0,1451.0,19738008.0,4213.0,8.32,22.0,-10.3
2003-06-12,395.95,398.05,382.0,385.2,390.24691843,40726.0,1170.0,15893196.0,12588.0,30.91,16.05,-10.75
2003-06-13,389.7,396.0,384.1,385.8,389.384168128,30786.0,890.0,11987581.0,3554.0,11.54,11.9,-3.9
2003-06-16,387.7,407.0,386.0,404.7,399.861934074,220612.0,4240.0,88214341.0,31802.0,14.42,21.0,17.0
2003-06-17,410.0,421.0,407.05,414.35,415.645992652,180194.0,3814.0,74896914.0,24954.0,13.85,13.95,4.35
2003-06-18,414.95,437.8,411.6,432.35,426.586472848,160906.0,3397.0,68640323.0,27795.0,17.27,26.2,17.4
2003-06-19,439.0,442.9,425.1,427.0,434.138604243,107053.0,2643.0,46475840.0,15494.0,14.47,17.8,-12.0
2003-06-20,431.0,440.0,424.5,435.25,431.939799065,50265.0,1427.0,21711454.0,5238.0,10.42,15.5,4.25
2003-06-23,436.95,446.5,434.25,440.85,442.069600315,71106.0,2160.0,31433801.0,17338.0,24.38,12.25,3.9
2003-06-24,443.0,443.0,433.0,437.95,438.513354109,47813.0,1541.0,20966639.0,4350.0,9.1,10.0,-5.05
2003-06-25,438.95,458.8,438.95,450.7,445.377508676,41207.0,1283.0,18352671.0,5003.0,12.14,19.85,11.75
2003-06-26,452.0,477.0,452.0,470.1,461.041675593,70017.0,1980.0,32280755.0,7180.0,10.25,25.0,18.1
2003-06-27,472.0,501.0,472.0,496.15,486.775124002,142941.0,3596.0,69580123.0,27359.0,19.14,29.0,24.15
2003-06-30,498.0,582.0,496.0,549.25,551.19776736,467160.0,8759.0,257497549.0,86920.0,18.61,86.0,51.25
2003-07-01,555.6,572.8,554.0,560.85,562.970281948,172656.0,3741.0,97200197.0,12253.0,7.1,18.8,5.25
2003-07-02,563.0,606.95,563.0,564.8,583.287542199,235788.0,5011.0,137532203.0,19161.0,8.13,43.95,1.8
2003-07-03,567.1,581.35,559.0,568.1,572.477710219,105093.0,2533.0,60163400.0,8581.0,8.17,22.35,1.0
2003-07-04,566.0,580.0,565.0,568.85,571.341562652,76191.0,2082.0,43531085.0,7361.0,9.66,15.0,2.85
2003-07-07,570.85,576.5,550.0,554.3,564.643346997,51473.0,1415.0,29063887.0,9600.0,18.65,26.5,-16.55
2003-07-08,560.0,565.1,502.1,538.1,530.134385823,170643.0,4244.0,90463722.0,34429.0,20.18,63.0,-21.9
2003-07-09,540.0,547.15,520.0,525.3,533.063154149,123634.0,3221.0,65904730.0,11147.0,9.02,27.15,-14.7
2003-07-10,527.5,545.0,511.1,526.4,529.649267815,110218.0,3159.0,58376883.0,17618.0,15.98,33.9,-1.1
2003-07-11,530.0,548.0,524.1,528.2,535.116627113,41294.0,1433.0,22097106.0,5629.0,13.63,23.9,-1.8
2003-07-14,532.0,554.0,532.0,537.45,541.745801012,59300.0,1683.0,32125526.0,7959.0,13.42,22.0,5.45
2003-07-15,537.0,542.0,512.25,519.2,525.334429176,45627.0,1492.0,23969434.0,9087.0,19.92,29.75,-17.8
2003-07-16,529.0,529.0,502.25,508.65,515.770522414,71227.0,2062.0,36736787.0,20685.0,29.04,26.75,-20.35
2003-07-17,512.0,535.0,512.0,520.5,525.346465435,81962.0,2327.0,43058447.0,16216.0,19.78,23.0,8.5
2003-07-18,524.9,525.0,516.15,519.3,520.309584529,18822.0,762.0,9793267.0,4349.0,23.11,8.85,-5.6
2003-07-21,523.95,527.0,496.15,499.4,512.515914884,16871.0,546.0,8646656.0,3297.0,19.54,30.85,-24.55
2003-07-22,502.0,533.0,502.0,525.2,515.576151982,59007.0,2024.0,30422602.0,7472.0,12.66,31.0,23.2
2003-07-23,530.0,534.9,505.0,508.35,521.059333588,55011.0,1362.0,28663995.0,8711.0,15.84,29.9,-21.65
2003-07-24,513.0,533.0,511.5,524.6,519.850548992,33516.0,994.0,17423311.0,7640.0,22.8,21.5,11.6
2003-07-25,525.95,529.0,520.3,526.2,524.636226765,17269.0,504.0,9059943.0,4151.0,24.04,8.7,0.25
2003-07-28,530.0,578.8,529.0,567.75,563.48967349,142691.0,3110.0,80404905.0,25470.0,17.85,49.8,37.75
2003-07-29,570.0,579.0,546.0,570.1,565.397418813,109562.0,2990.0,61946072.0,20117.0,18.36,33.0,0.1
2003-07-30,569.0,601.5,565.25,578.85,587.981274214,92920.0,2407.0,54635220.0,10635.0,11.45,36.25,9.85
2003-07-31,582.0,592.55,556.25,561.35,575.285504305,42861.0,1423.0,24657312.0,11079.0,25.85,36.3,-20.65
2003-08-01,571.0,571.0,552.0,556.4,560.299064247,31846.0,1120.0,17843284.0,5699.0,17.9,19.0,-14.6
2003-08-04,560.0,565.1,550.0,558.95,559.922229154,24045.0,752.0,13463330.0,2727.0,11.34,15.1,-1.05
2003-08-05,563.5,581.9,554.1,555.3,567.867106854,43012.0,1184.0,24425100.0,7362.0,17.12,27.8,-8.2
2003-08-06,565.0,567.0,539.0,544.1,550.803833866,39125.0,1140.0,21550200.0,10505.0,26.85,28.0,-20.9
2003-08-07,548.5,553.9,541.0,544.0,547.100019051,36743.0,1186.0,20102096.0,7296.0,19.86,12.9,-4.5
2003-08-08,549.9,567.0,547.0,563.9,556.978780511,31669.0,1105.0,17638961.0,7951.0,25.11,20.0,14.0
2003-08-11,555.0,575.0,555.0,569.75,567.420767266,41498.0,1123.0,23546827.0,5586.0,13.46,20.0,14.75
2003-08-12,573.9,577.0,541.25,546.4,556.989289704,45657.0,1550.0,25430460.0,10640.0,23.3,35.75,-27.5
2003-08-13,550.65,564.8,547.0,560.3,555.500730135,28077.0,880.0,15596794.0,9934.0,35.38,17.8,9.65
2003-08-14,563.0,574.0,556.25,568.7,565.386205424,23415.0,904.0,13238518.0,8753.0,37.38,17.75,5.7
2003-08-18,570.0,584.0,560.0,576.05,572.231164319,26479.0,790.0,15152109.0,9636.0,36.39,24.0,6.05
2003-08-19,578.75,582.8,565.1,572.6,574.019922994,22336.0,507.0,12821309.0,10462.0,46.84,17.7,-6.15
2003-08-20,574.6,583.0,573.25,580.05,578.273294981,26422.0,740.0,15279137.0,9341.0,35.35,9.75,5.45
2003-08-21,585.0,618.0,585.0,605.55,604.839529616,87418.0,2035.0,52873862.0,13561.0,15.51,33.0,20.55
2003-08-22,610.0,612.0,593.0,604.1,604.123130425,35369.0,958.0,21367231.0,5220.0,14.76,19.0,-5.9
2003-08-25,609.85,630.0,588.0,600.55,609.156892867,44916.0,1131.0,27360891.0,10591.0,23.58,42.0,-9.3
2003-08-26,606.1,660.0,606.1,651.6,635.642681132,56409.0,1592.0,35855968.0,8887.0,15.75,53.9,45.5
2003-08-27,652.0,683.5,652.0,670.3,673.385718053,41717.0,1285.0,28091632.0,6836.0,16.39,31.5,18.3
2003-08-28,678.0,685.0,645.0,647.6,661.669558016,22942.0,796.0,15180023.0,6321.0,27.55,40.0,-30.4
2003-08-29,657.0,709.85,653.05,700.4,685.598303195,52923.0,1552.0,36283919.0,14933.0,28.22,56.8,43.4
2003-09-01,705.0,744.0,695.0,701.05,721.289222077,82836.0,2246.0,59748714.0,15524.0,18.74,49.0,-3.95
2003-09-02,707.6,739.5,706.0,734.1,722.485060317,107432.0,2372.0,77618015.0,40569.0,37.76,33.5,26.5
2003-09-03,741.4,773.0,735.0,751.25,750.903484398,112645.0,2628.0,84585523.0,32897.0,29.2,38.0,9.85
2003-09-04,751.5,826.35,751.5,826.35,795.444352713,138084.0,3236.0,109838138.0,15128.0,10.96,74.85,74.85
2003-09-05,830.0,908.95,830.0,890.5,886.518614564,375593.0,8048.0,332970186.0,96026.0,25.57,78.95,60.5
2003-09-08,905.0,969.0,905.0,938.5,946.030491456,151977.0,4072.0,143774876.0,18265.0,12.02,64.0,33.5
2003-09-09,950.0,970.0,911.1,925.6,932.755385261,216749.0,4655.0,202173797.0,43288.0,19.97,58.9,-24.4
2003-09-10,917.9,943.0,870.0,925.95,899.127006884,186234.0,4462.0,167448019.0,38505.0,20.68,73.0,8.05
2003-09-11,927.5,960.0,900.05,908.35,932.605010181,102152.0,3231.0,95267467.0,15500.0,15.17,59.95,-19.15
2003-09-12,938.0,940.0,850.0,863.5,892.564370232,84682.0,2467.0,75584136.0,18310.0,21.62,90.0,-74.5
2003-09-15,865.0,869.75,800.05,802.95,833.764027583,69898.0,2600.0,58278438.0,12514.0,17.9,69.7,-62.05
2003-09-16,819.8,843.8,797.0,825.5,822.75026666,78752.0,2850.0,64793229.0,10565.0,13.42,46.8,5.7
2003-09-17,835.0,859.0,830.1,830.9,840.771468697,77613.0,2301.0,65254796.0,21588.0,27.81,28.9,-4.1
2003-09-18,837.5,838.75,810.15,818.7,822.479086889,40477.0,1399.0,33291486.0,11197.0,27.66,28.6,-18.8
2003-09-19,825.0,837.0,773.0,808.2,805.505084145,50746.0,1924.0,40876161.0,5493.0,10.82,64.0,-16.8
2003-09-22,810.0,829.0,765.0,773.95,791.653168164,41412.0,1527.0,32783941.0,10187.0,24.6,64.0,-36.05
2003-09-23,778.0,800.0,756.15,797.3,776.457165317,75056.0,2564.0,58277769.0,12435.0,16.57,43.85,19.3
2003-09-24,795.0,830.0,795.0,802.75,810.569369503,81174.0,2445.0,65797158.0,16183.0,19.94,35.0,7.75
2003-09-25,802.0,883.0,800.0,883.0,861.011757261,79015.0,2565.0,68032844.0,26248.0,33.22,83.0,81.0
2003-09-26,897.4,939.8,880.0,886.7,912.027388469,87263.0,2939.0,79586246.0,14392.0,16.49,59.8,-10.7
2003-09-29,900.0,900.0,851.6,860.1,875.122681449,42753.0,1762.0,37414120.0,7629.0,17.84,48.4,-39.9
2003-09-30,879.95,909.0,867.0,893.85,887.070963213,71220.0,2877.0,63177194.0,7287.0,10.23,42.0,13.9
2003-10-01,899.95,932.0,890.1,901.1,912.871585118,84959.0,3079.0,77556657.0,15030.0,17.69,41.9,1.15
2003-10-03,916.5,920.0,882.1,886.55,898.460160858,37300.0,1404.0,33512564.0,5932.0,15.9,37.9,-29.95
2003-10-06,899.0,905.0,880.0,884.35,891.143268668,22217.0,1007.0,19798530.0,4168.0,18.76,25.0,-14.65
2003-10-07,893.0,924.9,885.0,899.4,907.897136378,55559.0,2338.0,50441857.0,6579.0,11.84,39.9,6.4
2003-10-08,905.0,913.0,870.0,882.45,894.14984815,28976.0,1140.0,25908886.0,6209.0,21.43,43.0,-22.55
2003-10-09,891.0,898.0,884.0,886.8,891.443375925,14870.0,678.0,13255763.0,2734.0,18.39,14.0,-4.2
2003-10-10,898.0,900.0,850.0,862.2,879.147882369,14214.0,607.0,12496208.0,3578.0,25.17,50.0,-35.8
2003-10-13,875.0,916.0,875.0,908.8,902.590762022,26889.0,1062.0,24269763.0,5124.0,19.06,41.0,33.8
2003-10-14,910.9,922.0,884.1,888.95,905.532787101,38079.0,1352.0,34481783.0,7027.0,18.45,37.9,-21.95
2003-10-15,895.0,910.0,876.05,881.95,892.34753016,24536.0,1020.0,21894639.0,5157.0,21.02,33.95,-13.05
2003-10-16,896.0,897.5,870.0,879.9,884.910378081,13066.0,542.0,11562239.0,3327.0,25.46,27.5,-16.1
2003-10-17,888.0,905.0,872.05,900.9,890.672524085,12975.0,466.0,11556476.0,4210.0,32.45,32.95,12.9
2003-10-20,907.0,912.5,850.1,855.8,882.325913838,15320.0,730.0,13517233.0,4049.0,26.43,62.4,-51.2
2003-10-21,860.0,873.0,802.0,808.8,836.763930431,27081.0,1016.0,22660404.0,10535.0,38.9,71.0,-51.2
2003-10-22,818.0,825.0,738.05,803.6,774.715932646,78154.0,3190.0,60547149.0,29333.0,37.53,86.95,-14.4
2003-10-23,801.0,818.0,760.0,765.15,779.546091813,35093.0,1690.0,27356611.0,12013.0,34.23,58.0,-35.85
2003-10-24,780.0,810.0,766.55,803.55,787.461868889,31195.0,1397.0,24564873.0,4198.0,13.46,43.45,23.55
2003-10-25,806.0,816.0,804.0,807.65,808.185489391,8766.0,283.0,7084554.0,,,12.0,1.65
2003-10-27,810.0,850.0,785.0,793.95,813.235072606,38771.0,1535.0,31529937.0,3541.0,7.45,65.0,-16.05
2003-10-28,800.0,813.0,760.0,772.2,791.68421366,16793.0,894.0,13294753.0,3432.0,20.44,53.0,-27.8
2003-10-29,780.0,796.0,776.0,784.25,786.606022463,10328.0,568.0,8124067.0,3313.0,32.08,20.0,4.25
2003-10-30,785.5,805.0,767.0,771.6,782.563606347,10903.0,641.0,8532291.0,2053.0,18.83,38.0,-13.9
2003-10-31,780.0,812.0,775.0,803.45,799.9123466,38869.0,1413.0,31091793.0,16452.0,42.33,37.0,23.45
2003-11-03,815.0,883.75,815.0,883.75,846.997358699,56033.0,1923.0,47459803.0,23962.0,42.76,68.75,68.75
2003-11-04,900.0,908.9,846.25,855.1,875.167972832,61248.0,2033.0,53602288.0,21200.0,34.61,62.65,-44.9
2003-11-05,864.6,890.0,850.0,870.1,872.852306169,36359.0,1172.0,31736037.0,10753.0,29.57,40.0,5.5
2003-11-06,865.0,889.0,865.0,880.15,879.656457266,18545.0,620.0,16313229.0,8880.0,47.88,24.0,15.15
2003-11-07,867.0,890.0,858.0,864.45,874.272974532,12133.0,540.0,10607554.0,3908.0,32.21,32.0,-2.55
2003-11-10,864.0,885.0,851.0,877.0,874.122506248,22807.0,743.0,19936112.0,9377.0,41.11,34.0,13.0
2003-11-11,888.5,964.7,884.0,964.6,947.253616434,107288.0,3313.0,101628946.0,38460.0,35.85,80.7,76.1
2003-11-12,963.8,984.0,902.0,907.3,939.469013386,42357.0,1700.0,39793089.0,11612.0,27.41,82.0,-56.5
