Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2007-11-27,770.0,1150.0,770.0,961.7,985.070404692,14806215.0,307311.0,14585164202.0,3721533.0,25.13,380.0,191.7
2007-11-28,961.6,989.7,874.15,894.85,937.782564656,3456370.0,73904.0,3241323523.0,759829.0,21.98,115.55,-66.75
2007-11-29,908.7,914.9,841.0,885.65,888.417502065,4176353.0,82992.0,3710345100.0,603333.0,14.45,73.9,-23.05
2007-11-30,900.0,957.0,892.0,923.0,930.238761311,3040635.0,69505.0,2828516536.0,333799.0,10.98,65.0,23.0
2007-12-03,935.0,995.0,931.0,970.65,966.530199839,1901732.0,48803.0,1838081410.0,341827.0,17.97,64.0,35.65
2007-12-04,980.0,1057.8,975.0,1042.9,1015.94472202,3266581.0,80530.0,3318665726.0,692392.0,21.2,82.8,62.9
2007-12-05,1056.0,1100.0,1053.0,1080.5,1082.6563754,1947963.0,50910.0,2108974561.0,382300.0,19.63,47.0,24.5
2007-12-06,1085.0,1109.0,1063.1,1077.8,1085.51275082,990485.0,25611.0,1075184097.0,259082.0,26.16,45.9,-7.2
2007-12-07,1090.0,1132.4,1075.0,1099.5,1106.09347331,1629171.0,44223.0,1802015410.0,257644.0,15.81,57.4,9.5
2007-12-10,1085.0,1111.0,1063.3,1072.4,1080.94167572,635430.0,16961.0,686862769.0,203900.0,32.09,47.7,-12.6
2007-12-11,1084.0,1092.0,1037.5,1048.05,1067.72362854,460185.0,12852.0,491350398.0,148840.0,32.34,54.5,-35.95
2007-12-12,1035.0,1065.0,1020.0,1040.15,1045.22359418,427936.0,14411.0,447288804.0,123525.0,28.87,45.0,5.15
2007-12-13,1050.0,1148.0,1040.0,1125.85,1107.29756593,2417760.0,55585.0,2677179763.0,489675.0,20.25,108.0,75.85
2007-12-14,1130.0,1144.0,1100.0,1105.75,1119.45323455,632390.0,17022.0,707931031.0,216092.0,34.17,44.0,-24.25
2007-12-17,1110.0,1170.0,1031.0,1048.2,1107.24968469,832522.0,23683.0,921809722.0,242155.0,29.09,139.0,-61.8
2007-12-18,1060.0,1107.85,1035.0,1074.95,1077.12263858,860447.0,21925.0,926806943.0,144469.0,16.79,72.85,14.95
2007-12-19,1088.0,1115.1,1049.0,1064.85,1081.7921776,527383.0,16699.0,570518804.0,149692.0,28.38,66.1,-23.15
2007-12-20,1090.0,1090.0,1054.1,1063.95,1067.70094812,362402.0,12032.0,386936959.0,111103.0,30.66,35.9,-26.05
2007-12-24,1090.0,1192.0,1090.0,1156.15,1160.6522157,1235142.0,39893.0,1433570299.0,331162.0,26.81,102.0,66.15
2007-12-26,1174.0,1210.0,1150.0,1197.7,1183.47555912,1321413.0,34207.0,1563859989.0,266853.0,20.19,60.0,23.7
2007-12-27,1210.0,1240.0,1205.0,1212.5,1223.06838602,683941.0,22214.0,836506615.0,163371.0,23.89,35.0,2.5
2007-12-28,1200.0,1267.0,1185.0,1245.5,1220.34949527,820240.0,22448.0,1000979470.0,258438.0,31.51,82.0,45.5
2007-12-31,1260.0,1291.7,1255.0,1268.6,1277.97547938,577881.0,16553.0,738517748.0,238220.0,41.22,36.7,8.6
2008-01-01,1280.0,1313.0,1264.0,1297.55,1286.44153057,456666.0,12450.0,587474108.0,137237.0,30.05,49.0,17.55
2008-01-02,1310.0,1324.0,1260.1,1306.85,1303.03498273,554445.0,16922.0,722461231.0,156590.0,28.24,63.9,-3.15
2008-01-03,1310.0,1315.0,1260.0,1278.8,1292.17521056,402373.0,11749.0,519936416.0,171422.0,42.6,55.0,-31.2
2008-01-04,1282.7,1299.0,1235.0,1242.55,1259.66836893,403189.0,14329.0,507884430.0,145726.0,36.14,64.0,-40.15
2008-01-07,1240.0,1279.3,1215.0,1229.95,1246.30894349,366177.0,13093.0,456369670.0,113276.0,30.93,64.3,-10.05
2008-01-08,1240.0,1256.7,1185.0,1200.15,1216.24613757,343048.0,12073.0,417230805.0,120298.0,35.07,71.7,-39.85
2008-01-09,1220.0,1220.0,1153.0,1176.25,1175.60045816,389819.0,12475.0,458271395.0,88104.0,22.6,67.0,-43.75
2008-01-10,1180.1,1196.0,1113.05,1120.75,1164.83981396,556016.0,10060.0,647669574.0,349706.0,62.89,82.95,-59.35
2008-01-11,1170.0,1170.0,1072.3,1085.9,1087.9513703,510984.0,11681.0,555925743.0,257624.0,50.42,97.7,-84.1
2008-01-14,1080.0,1082.4,1027.0,1033.65,1043.75162241,479995.0,12922.0,500995560.0,285808.0,59.54,55.4,-46.35
2008-01-15,1040.1,1077.7,1033.65,1047.9,1052.22567657,469650.0,11880.0,494177789.0,182103.0,38.77,44.05,7.8
2008-01-16,1045.0,1063.5,1003.0,1029.7,1031.50120114,365069.0,12210.0,376569112.0,111230.0,30.47,60.5,-15.3
2008-01-17,1051.0,1058.65,1015.0,1022.75,1035.81006998,213347.0,7807.0,220986971.0,75452.0,35.37,43.65,-28.25
2008-01-18,1023.0,1070.0,975.05,991.6,1024.50300803,475893.0,16727.0,487553810.0,151741.0,31.89,94.95,-31.4
2008-01-21,990.0,1000.0,793.3,824.05,870.172138247,623464.0,18156.0,542521002.0,311364.0,49.94,206.7,-165.95
2008-01-22,780.0,820.0,659.25,731.7,696.687582614,475857.0,11186.0,331523663.0,219075.0,46.04,160.75,-48.3
2008-01-23,800.0,875.6,760.0,853.65,820.925634253,469450.0,14833.0,385383539.0,188640.0,40.18,115.6,53.65
2008-01-24,875.0,924.0,812.1,819.15,860.834036078,355511.0,12734.0,306035969.0,122140.0,34.36,111.9,-55.85
2008-01-25,849.0,881.9,823.0,862.3,856.698931697,248525.0,10416.0,212911102.0,63667.0,25.62,58.9,13.3
2008-01-28,860.0,865.0,784.0,820.9,806.552997544,280513.0,10245.0,226248601.0,101657.0,36.24,81.0,-39.1
2008-01-29,830.0,860.0,820.0,839.15,842.627158599,182410.0,6455.0,153703620.0,43287.0,23.73,40.0,9.15
2008-01-30,847.7,849.95,824.95,829.05,833.836596474,187958.0,6651.0,156726259.0,63896.0,33.99,25.0,-18.65
2008-01-31,840.0,847.0,811.05,834.8,832.121246171,120144.0,5904.0,99974375.0,30450.0,25.34,35.95,-5.2
2008-02-01,843.0,853.0,817.0,821.0,828.874454968,91967.0,4880.0,76229097.0,37619.0,40.9,36.0,-22.0
2008-02-04,826.0,872.0,826.0,857.55,859.130812616,204254.0,8585.0,175480905.0,68178.0,33.38,46.0,31.55
2008-02-05,851.5,859.95,831.0,836.15,843.62021711,106029.0,4614.0,89448208.0,54749.0,51.64,28.95,-15.35
2008-02-06,811.15,822.0,780.0,806.65,809.902479059,153526.0,7429.0,124341088.0,84464.0,55.02,42.0,-4.5
2008-02-07,820.0,829.75,793.0,798.1,810.58684981,161549.0,6708.0,130949495.0,73124.0,45.26,36.75,-21.9
2008-02-08,798.1,812.0,768.0,784.5,782.863336816,215325.0,7220.0,168570048.0,106034.0,49.24,44.0,-13.6
2008-02-11,792.0,792.0,695.0,710.5,736.801378943,142573.0,7431.0,105047983.0,69938.0,49.05,97.0,-81.5
2008-02-12,715.0,728.0,655.3,683.45,682.999070763,128062.0,5426.0,87466227.0,61272.0,47.85,72.7,-31.55
2008-02-13,685.0,706.0,665.15,671.15,685.886715894,121747.0,6192.0,83504650.0,44176.0,36.29,40.85,-13.85
2008-02-14,695.0,715.0,690.0,710.45,705.239222454,190651.0,6242.0,134454563.0,95722.0,50.21,25.0,15.45
2008-02-15,695.0,761.9,683.1,732.0,735.596838857,298816.0,12013.0,219808105.0,58524.0,19.59,78.8,37.0
2008-02-18,747.0,775.0,737.0,768.7,762.392645996,196546.0,8553.0,149845225.0,65811.0,33.48,38.0,21.7
2008-02-19,779.0,788.9,760.0,762.5,772.734191572,103157.0,4936.0,79712941.0,35705.0,34.61,28.9,-16.5
2008-02-20,758.0,760.0,721.05,732.25,731.52556407,126447.0,5961.0,92499213.0,48790.0,38.59,38.95,-25.75
2008-02-21,740.0,759.0,733.0,738.55,743.021092752,88419.0,4773.0,65697182.0,24897.0,28.16,26.0,-1.45
2008-02-22,725.3,736.0,713.0,723.0,726.335143967,69773.0,3027.0,50678582.0,31847.0,45.64,23.0,-2.3
2008-02-25,730.0,735.0,703.1,707.75,711.909034623,101753.0,4632.0,72438880.0,43782.0,43.03,31.9,-22.25
2008-02-26,713.25,745.0,713.25,735.6,733.293300229,253740.0,9375.0,186065842.0,53606.0,21.13,31.75,22.35
2008-02-27,740.0,784.8,740.0,745.35,764.146029715,273595.0,10970.0,209066533.0,69769.0,25.5,44.8,5.35
2008-02-28,743.0,754.9,731.0,736.55,738.746784612,104342.0,3905.0,77082317.0,35147.0,33.68,23.9,-6.45
